,weighted_average_recommendation_score,movieId,recomendada
6140,3.8333333333333335,hs2734,False
6141,3.8333333333333335,as7778,False
6142,3.8333333333333335,ns8607,False
6143,3.8333333333333335,ns5664,False
6144,3.8333333333333335,as5857,False
6145,3.8333333333333335,as3293,False
6146,3.8333333333333335,hs1827,False
6147,3.8333333333333335,as4738,False
6148,3.8333333333333335,ns4411,False
6149,3.8333333333333335,ns412,False
6150,3.8333333333333335,ns3961,False
6151,3.8333333333333335,ns3480,False
6152,3.8333333333333335,ns2781,False
6153,3.8333333333333335,as604,False
6154,3.8333333333333335,as7846,False
6155,3.8333333333333335,hs21,False
6156,3.8333333333333335,as2426,False
6157,3.8333333333333335,as9525,False
6158,3.8333333333333335,as4282,False
6159,3.8333333333333335,as4918,False
6160,3.8333333333333335,as120,False
6161,3.8333333333333335,as3280,False
6162,3.8333333333333335,ds887,False
6163,3.8333333333333335,ns6142,False
6164,3.8333333333333335,ds952,False
6165,3.8333333333333335,as4915,False
6166,3.8333333333333335,ns6113,False
6167,3.8333333333333335,ns1004,False
6168,3.8333333333333335,ds1187,False
6169,3.8333333333333335,ds812,False
6170,3.8333333333333335,ns6417,False
6171,3.8333333333333335,as7877,False
6172,3.8333333333333335,ns4336,False
6173,3.8333333333333335,hs2144,False
6174,3.8333333333333335,ns6271,False
6175,3.8333333333333335,ns517,False
6176,3.8333333333333335,hs878,False
6177,3.8333333333333335,ns3238,False
6178,3.8333333333333335,ns322,False
6179,3.8333333333333335,as974,False
6180,3.8333333333333335,as4697,False
6181,3.8333333333333335,hs1483,False
6182,3.8333333333333335,as1480,False
6183,3.8333333333333335,ns3188,False
6184,3.8333333333333335,hs1480,False
6185,3.8333333333333335,ns3180,False
6186,3.8333333333333335,as9560,False
6187,3.8333333333333335,as7981,False
6188,3.8333333333333335,as7980,False
6189,3.8333333333333335,ns3175,False
6190,3.8333333333333335,as3970,False
6191,3.8333333333333335,as311,False
6192,3.8333333333333335,ns3575,False
6193,3.8333333333333335,as9132,False
6194,3.8333333333333335,ns3591,False
6195,3.8333333333333335,ns5178,False
6196,3.8333333333333335,as5874,False
6197,3.8333333333333335,hs2550,False
6198,3.8333333333333335,ns6313,False
6199,3.8333333333333335,as9121,False
6200,3.8333333333333335,as1475,False
6201,3.8333333333333335,ns3254,False
6202,3.8333333333333335,ns7815,False
6203,3.8333333333333335,hs2491,False
6204,3.8333333333333335,as5959,False
6205,3.8333333333333335,as1466,False
6206,3.8333333333333335,hs2478,False
6207,3.8333333333333335,as9602,False
6208,3.8333333333333335,ns6199,False
6209,3.8333333333333335,as1160,False
6210,3.8333333333333335,as5396,False
6211,3.8333333333333335,ns5789,False
6212,3.8333333333333335,hs2172,False
6213,3.8333333333333335,hs2150,False
6214,3.8333333333333335,hs859,False
6215,3.8333333333333335,as4439,False
6216,3.8333333333333335,as3066,False
6217,3.8333333333333335,ns3278,False
6218,3.8333333333333335,ns8530,False
6219,3.8333333333333335,hs2175,False
6220,3.8333333333333335,as5387,False
6221,3.8333333333333335,ns3282,False
6222,3.8333333333333335,as1473,False
6223,3.8333333333333335,ds876,False
6224,3.8333333333333335,as1157,False
6225,3.8333333333333335,as6427,False
6226,3.8333333333333335,as1136,False
6227,3.8333333333333335,ns353,False
6228,3.8333333333333335,as8296,False
6229,3.8333333333333335,as9497,False
6230,3.8333333333333335,as221,False
6231,3.8333333333333335,ds846,False
6232,3.8333333333333335,ds1029,False
6233,3.8333333333333335,as5430,False
6234,3.8333333333333335,as4966,False
6235,3.8333333333333335,as7181,False
6236,3.8333333333333335,ns29,False
6237,3.8333333333333335,hs929,False
6238,3.8333333333333335,as6716,False
6239,3.8333333333333335,ns6442,False
6240,3.8333333333333335,ns8442,False
6241,3.8333333333333335,ns4313,False
6242,3.8333333333333335,ns5779,False
6243,3.8333333333333335,ns6446,False
6244,3.8333333333333335,ns5817,False
6245,3.8333333333333335,hs2610,False
6246,3.8333333333333335,as6605,False
6247,3.8333333333333335,as8057,False
6248,3.8333333333333335,ns4123,False
6249,3.8333333333333335,as3218,False
6250,3.8333333333333335,ns2858,False
6251,3.8333333333333335,as7139,False
6252,3.8333333333333335,as8359,False
6253,3.8333333333333335,as4940,False
6254,3.8333333333333335,as6659,False
6255,3.8333333333333335,as867,False
6256,3.8333333333333335,as5435,False
6257,3.8333333333333335,ns284,False
6258,3.8333333333333335,hs2631,False
6259,3.8333333333333335,as2050,False
6260,3.8333333333333335,as9505,False
6261,3.8333333333333335,as4318,False
6262,3.8333333333333335,ns3052,False
6263,3.8333333333333335,ns4265,False
6264,3.8333333333333335,ns4254,False
6265,3.8333333333333335,as558,False
6266,3.8333333333333335,ns3033,False
6267,3.8333333333333335,as2192,False
6268,3.8333333333333335,as942,False
6269,3.8333333333333335,hs1457,False
6270,3.8333333333333335,as8618,False
6271,3.8333333333333335,ns6072,False
6272,3.8333333333333335,ns3015,False
6273,3.8333333333333335,as910,False
6274,3.8333333333333335,as4330,False
6275,3.8333333333333335,as6409,False
6276,3.8333333333333335,hs792,False
6277,3.8333333333333335,ns4300,False
6278,3.8333333333333335,ds840,False
6279,3.8333333333333335,ns3618,False
6280,3.8333333333333335,ns4269,False
6281,3.8333333333333335,as9190,False
6282,3.8333333333333335,hs1442,False
6283,3.8333333333333335,as2721,False
6284,3.8333333333333335,ns4084,False
6285,3.8333333333333335,ns4066,False
6286,3.8333333333333335,ns2929,False
6287,3.8333333333333335,hs1437,False
6288,3.8333333333333335,ns995,False
6289,3.8333333333333335,ns8746,False
6290,3.8333333333333335,ns4444,False
6291,3.8333333333333335,as8187,False
6292,3.8333333333333335,as6525,False
6293,3.8333333333333335,as1732,False
6294,3.8333333333333335,ns4692,False
6295,3.8333333333333335,as1747,False
6296,3.8333333333333335,as8481,False
6297,3.8333333333333335,as7062,False
6298,3.8333333333333335,as8483,False
6299,3.8333333333333335,ns1890,False
6300,3.8333333333333335,ns4933,False
6301,3.8333333333333335,ns130,False
6302,3.8333333333333335,as6953,False
6303,3.8333333333333335,ns7109,False
6304,3.8333333333333335,ns944,False
6305,3.8333333333333335,as4510,False
6306,3.8333333333333335,ns5992,False
6307,3.8333333333333335,as8194,False
6308,3.8333333333333335,as8883,False
6309,3.8333333333333335,ns7524,False
6310,3.8333333333333335,ns1831,False
6311,3.8333333333333335,as8494,False
6312,3.8333333333333335,ns1817,False
6313,3.8333333333333335,ns472,False
6314,3.8333333333333335,as2314,False
6315,3.8333333333333335,ns4725,False
6316,3.8333333333333335,as5124,False
6317,3.8333333333333335,ns5297,False
6318,3.8333333333333335,hs1761,False
6319,3.8333333333333335,as4143,False
6320,3.8333333333333335,ns7943,False
6321,3.8333333333333335,ds654,False
6322,3.8333333333333335,as256,False
6323,3.8333333333333335,ns1928,False
6324,3.8333333333333335,hs2010,False
6325,3.8333333333333335,as4195,False
6326,3.8333333333333335,ns2117,False
6327,3.8333333333333335,ns1191,False
6328,3.8333333333333335,ns2108,False
6329,3.8333333333333335,ns698,False
6330,3.8333333333333335,as8463,False
6331,3.8333333333333335,ns4027,False
6332,3.8333333333333335,hs1212,False
6333,3.8333333333333335,as7585,False
6334,3.8333333333333335,as824,False
6335,3.8333333333333335,ns1229,False
6336,3.8333333333333335,as2652,False
6337,3.8333333333333335,ns4664,False
6338,3.8333333333333335,ns892,False
6339,3.8333333333333335,ns2012,False
6340,3.8333333333333335,ns8136,False
6341,3.8333333333333335,as757,False
6342,3.8333333333333335,as8227,False
6343,3.8333333333333335,as7565,False
6344,3.8333333333333335,ns5157,False
6345,3.8333333333333335,ns7557,False
6346,3.8333333333333335,as2567,False
6347,3.8333333333333335,ns1968,False
6348,3.8333333333333335,ns7036,False
6349,3.8333333333333335,ns7552,False
6350,3.8333333333333335,ns496,False
6351,3.8333333333333335,as3833,False
6352,3.8333333333333335,ns1965,False
6353,3.8333333333333335,ds330,False
6354,3.8333333333333335,ns4730,False
6355,3.8333333333333335,hs593,False
6356,3.8333333333333335,ns3999,False
6357,3.8333333333333335,as4094,False
6358,3.8333333333333335,as2526,False
6359,3.8333333333333335,as1093,False
6360,3.8333333333333335,as704,False
6361,3.8333333333333335,ns8030,False
6362,3.8333333333333335,as1357,False
6363,3.8333333333333335,hs1789,False
6364,3.8333333333333335,as4419,False
6365,3.8333333333333335,ns1507,False
6366,3.8333333333333335,as1361,False
6367,3.8333333333333335,ns3863,False
6368,3.8333333333333335,as3764,False
6369,3.8333333333333335,ns3865,False
6370,3.8333333333333335,as2342,False
6371,3.8333333333333335,ns4005,False
6372,3.8333333333333335,ns7504,False
6373,3.8333333333333335,as5679,False
6374,3.8333333333333335,ns7433,False
6375,3.8333333333333335,as6455,False
6376,3.8333333333333335,as1621,False
6377,3.8333333333333335,hs1060,False
6378,3.8333333333333335,hs1059,False
6379,3.8333333333333335,as6491,False
6380,3.8333333333333335,as4087,False
6381,3.8333333333333335,ns4822,False
6382,3.8333333333333335,as7366,False
6383,3.8333333333333335,hs534,False
6384,3.8333333333333335,ds590,False
6385,3.8333333333333335,ns7426,False
6386,3.8333333333333335,ns7459,False
6387,3.8333333333333335,as5087,False
6388,3.8333333333333335,as7415,False
6389,3.8333333333333335,ns4777,False
6390,3.8333333333333335,as414,False
6391,3.8333333333333335,as6676,False
6392,3.8333333333333335,ns1687,False
6393,3.8333333333333335,as9344,False
6394,3.8333333333333335,ns4745,False
6395,3.8333333333333335,hs1771,False
6396,3.8333333333333335,as8773,False
6397,3.8333333333333335,as1381,False
6398,3.8333333333333335,ns749,False
6399,3.8333333333333335,ns3834,False
6400,3.8333333333333335,hs399,False
6401,3.8333333333333335,ns8052,False
6402,3.8333333333333335,ns1639,False
6403,3.8333333333333335,ns4757,False
6404,3.8333333333333335,ns1634,False
6405,3.8333333333333335,hs1014,False
6406,3.8333333333333335,ns1352,False
6407,3.8333333333333335,ns4759,False
6408,3.8333333333333335,hs1015,False
6409,3.8333333333333335,as1580,False
6410,3.8333333333333335,as9309,False
6411,3.8333333333333335,ns4015,False
6412,3.8333333333333335,ns159,False
6413,3.8333333333333335,ns1580,False
6414,3.8333333333333335,hs448,False
6415,3.8333333333333335,ds511,False
6416,3.8333333333333335,ns14,False
6417,3.8333333333333335,ns1189,False
6418,3.8333333333333335,ns5922,False
6419,3.8333333333333335,hs1214,False
6420,3.8333333333333335,as1052,False
6421,3.8333333333333335,ns2414,False
6422,3.8333333333333335,ns5246,False
6423,3.8333333333333335,ns828,False
6424,3.8333333333333335,as7243,False
6425,3.8333333333333335,as6861,False
6426,3.8333333333333335,as1250,False
6427,3.8333333333333335,ns5021,False
6428,3.8333333333333335,as2277,False
6429,3.8333333333333335,as6088,False
6430,3.8333333333333335,as1825,False
6431,3.8333333333333335,as7275,False
6432,3.8333333333333335,as3405,False
6433,3.8333333333333335,ds964,False
6434,3.8333333333333335,hs2846,False
6435,3.8333333333333335,hs2847,False
6436,3.8333333333333335,as479,False
6437,3.8333333333333335,as4402,False
6438,3.8333333333333335,as2802,False
6439,3.8333333333333335,as2287,False
6440,3.8333333333333335,ns7902,False
6441,3.8333333333333335,ns5549,False
6442,3.8333333333333335,ns5268,False
6443,3.8333333333333335,ns8678,False
6444,3.8333333333333335,as7656,False
6445,3.8333333333333335,ns3743,False
6446,3.8333333333333335,ns2429,False
6447,3.8333333333333335,ds179,False
6448,3.8333333333333335,ns2543,False
6449,3.8333333333333335,as3321,False
6450,3.8333333333333335,hs2357,False
6451,3.8333333333333335,as2257,False
6452,3.8333333333333335,as2084,False
6453,3.8333333333333335,ns6674,False
6454,3.8333333333333335,as5813,False
6455,3.8333333333333335,as8600,False
6456,3.8333333333333335,hs700,False
6457,3.8333333333333335,as3340,False
6458,3.8333333333333335,ns5069,False
6459,3.8333333333333335,as8598,False
6460,3.8333333333333335,ns4519,False
6461,3.8333333333333335,as4247,False
6462,3.8333333333333335,ns6713,False
6463,3.8333333333333335,as5241,False
6464,3.8333333333333335,hs1330,False
6465,3.8333333333333335,ns6732,False
6466,3.8333333333333335,ns3712,False
6467,3.8333333333333335,ns6736,False
6468,3.8333333333333335,as2270,False
6469,3.8333333333333335,hs2796,False
6470,3.8333333333333335,as2620,False
6471,3.8333333333333335,as5621,False
6472,3.8333333333333335,as5903,False
6473,3.8333333333333335,hs2042,False
6474,3.8333333333333335,as5225,False
6475,3.8333333333333335,as3886,False
6476,3.8333333333333335,ns6923,False
6477,3.8333333333333335,ns2245,False
6478,3.8333333333333335,as8154,False
6479,3.8333333333333335,hs2899,False
6480,3.8333333333333335,hs225,False
6481,3.8333333333333335,as5192,False
6482,3.8333333333333335,ns2237,False
6483,3.8333333333333335,as7614,False
6484,3.8333333333333335,ns4619,False
6485,3.8333333333333335,ns1143,False
6486,3.8333333333333335,ns6903,False
6487,3.8333333333333335,hs1248,False
6488,3.8333333333333335,hs647,False
6489,3.8333333333333335,as4405,False
6490,3.8333333333333335,as3483,False
6491,3.8333333333333335,ns6913,False
6492,3.8333333333333335,as4815,False
6493,3.8333333333333335,hs2957,False
6494,3.8333333333333335,hs2956,False
6495,3.8333333333333335,hs2887,False
6496,3.8333333333333335,ns4993,False
6497,3.8333333333333335,ns818,False
6498,3.8333333333333335,ns8227,False
6499,3.8333333333333335,ns5273,False
6500,3.8333333333333335,ns1129,False
6501,3.8333333333333335,as2159,False
6502,3.8333333333333335,as6110,False
6503,3.8333333333333335,ns1181,False
6504,3.8333333333333335,ns1132,False
6505,3.8333333333333335,ns2265,False
6506,3.8333333333333335,hs2965,False
6507,3.8,ds1352,False
6508,3.8,as3772,False
6509,3.8,as4360,False
6510,3.8,as1146,False
6511,3.8,ns7292,False
6512,3.8,hs2296,False
6513,3.8,as6920,False
6514,3.8,ns4320,False
6515,3.8,ns1059,False
6516,3.8,ns1457,False
6517,3.8,ns2025,False
6518,3.8,as1938,False
6519,3.8,as2269,False
6520,3.8,ns784,False
6521,3.8,as4579,False
6522,3.8,as2883,False
6523,3.8,as7606,False
6524,3.8,as4316,False
6525,3.8,ns2499,False
6526,3.8,as7016,False
6527,3.8,as6126,False
6528,3.8,ns1596,False
6529,3.8,as308,False
6530,3.8,ns4385,False
6531,3.8,as3074,False
6532,3.8,as463,False
6533,3.8,hs2055,False
6534,3.8,as246,False
6535,3.8,hs1297,False
6536,3.8,ns4694,False
6537,3.8,ns1746,False
6538,3.8,as5607,False
6539,3.8,as8167,False
6540,3.8,ns8247,False
6541,3.8,ns6284,False
6542,3.8,ns5854,False
6543,3.8,as4490,False
6544,3.8,ns8517,False
6545,3.8,as3262,False
6546,3.8,ns6266,False
6547,3.8,ds752,False
6548,3.8,as3271,False
6549,3.8,hs1553,False
6550,3.8,ns2413,False
6551,3.8,ns2407,False
6552,3.7857142857142856,as5649,False
6553,3.7857142857142856,ns6998,False
6554,3.7857142857142856,as5728,False
6555,3.7857142857142856,ns8177,False
6556,3.7857142857142856,hs1682,False
6557,3.75,ns4052,False
6558,3.75,hs2230,False
6559,3.75,as9252,False
6560,3.75,hs219,False
6561,3.75,as4560,False
6562,3.75,ns4046,False
6563,3.75,ns4096,False
6564,3.75,ns404,False
6565,3.75,as2803,False
6566,3.75,hs2202,False
6567,3.75,hs2205,False
6568,3.75,as5559,False
6569,3.75,as922,False
6570,3.75,as9177,False
6571,3.75,ns4114,False
6572,3.75,hs1644,False
6573,3.75,ns4107,False
6574,3.75,as9212,False
6575,3.75,hs2208,False
6576,3.75,hs2212,False
6577,3.75,ns4037,False
6578,3.75,ds894,False
6579,3.75,ns4116,False
6580,3.75,as2505,False
6581,3.75,hs1792,False
6582,3.75,as8812,False
6583,3.75,ns4810,False
6584,3.75,as8816,False
6585,3.75,ns4798,False
6586,3.75,hs1951,False
6587,3.75,as8826,False
6588,3.75,hs1965,False
6589,3.75,ns4766,False
6590,3.75,as253,False
6591,3.75,hs1777,False
6592,3.75,as452,False
6593,3.75,ns4743,False
6594,3.75,as8851,False
6595,3.75,ns4727,False
6596,3.75,hs1985,False
6597,3.75,as5656,False
6598,3.75,ns4707,False
6599,3.75,as8867,False
6600,3.75,as2550,False
6601,3.75,as2569,False
6602,3.75,ns4646,False
6603,3.75,ns4645,False
6604,3.75,hs1747,False
6605,3.75,as891,False
6606,3.75,hs2013,False
6607,3.75,hs2021,False
6608,3.75,as8809,False
6609,3.75,as2503,False
6610,3.75,hs2186,False
6611,3.75,as8794,False
6612,3.75,as4565,False
6613,3.75,as5726,False
6614,3.75,hs1873,False
6615,3.75,as2411,False
6616,3.75,hs1831,False
6617,3.75,ns5102,False
6618,3.75,hs1877,False
6619,3.75,ns5075,False
6620,3.75,as8689,False
6621,3.75,as4575,False
6622,3.75,hs190,False
6623,3.75,ns5023,False
6624,3.75,hs191,False
6625,3.75,as8730,False
6626,3.75,hs1910,False
6627,3.75,as4582,False
6628,3.75,ns4980,False
6629,3.75,hs1801,False
6630,3.75,ns4963,False
6631,3.75,ns4921,False
6632,3.75,as5696,False
6633,3.75,as2480,False
6634,3.75,as2487,False
6635,3.75,as8780,False
6636,3.75,ns4852,False
6637,3.75,ns4846,False
6638,3.75,hs1945,False
6639,3.75,hs2032,False
6640,3.75,as8920,False
6641,3.75,as2590,False
6642,3.75,as2591,False
6643,3.75,as4479,False
6644,3.75,ns4293,False
6645,3.75,ns4292,False
6646,3.75,ns429,False
6647,3.75,as9088,False
6648,3.75,as9091,False
6649,3.75,ns4268,False
6650,3.75,hs212,False
6651,3.75,hs2123,False
6652,3.75,hs1685,False
6653,3.75,as2728,False
6654,3.75,as2731,False
6655,3.75,as9115,False
6656,3.75,as5574,False
6657,3.75,ns4216,False
6658,3.75,ns4198,False
6659,3.75,as4467,False
6660,3.75,hs2141,False
6661,3.75,ns4189,False
6662,3.75,as5564,False
6663,3.75,ns4175,False
6664,3.75,ns4169,False
6665,3.75,as9152,False
6666,3.75,as2761,False
6667,3.75,as5561,False
6668,3.75,ns4143,False
6669,3.75,as9164,False
6670,3.75,ns432,False
6671,3.75,ns4333,False
6672,3.75,hs2095,False
6673,3.75,as8984,False
6674,3.75,ns46,False
6675,3.75,ns4597,False
6676,3.75,as26,False
6677,3.75,ns4578,False
6678,3.75,ns4576,False
6679,3.75,ns4573,False
6680,3.75,ns4569,False
6681,3.75,hs207,False
6682,3.75,ns4558,False
6683,3.75,ns4531,False
6684,3.75,hs1719,False
6685,3.75,hs2086,False
6686,3.75,as5614,False
6687,3.75,ns4368,False
6688,3.75,as8987,False
6689,3.75,as8991,False
6690,3.75,as2650,False
6691,3.75,ns445,False
6692,3.75,as9,False
6693,3.75,as2655,False
6694,3.75,hs2092,False
6695,3.75,ns4433,False
6696,3.75,as2658,False
6697,3.75,as9014,False
6698,3.75,as902,False
6699,3.75,as9024,False
6700,3.75,as2811,False
6701,3.75,ds1156,False
6702,3.75,as9261,False
6703,3.75,ns1779,False
6704,3.75,ns172,False
6705,3.75,as4141,False
6706,3.75,as3645,False
6707,3.75,ns1727,False
6708,3.75,ns1740,False
6709,3.75,ns1762,False
6710,3.75,ns1766,False
6711,3.75,hs326,False
6712,3.75,ns1775,False
6713,3.75,ds41,False
6714,3.75,ns1688,False
6715,3.75,ns1823,False
6716,3.75,as4845,False
6717,3.75,ns184,False
6718,3.75,as5137,False
6719,3.75,ns1857,False
6720,3.75,as3596,False
6721,3.75,as3595,False
6722,3.75,as4841,False
6723,3.75,ns1887,False
6724,3.75,as3657,False
6725,3.75,hs1132,False
6726,3.75,hs3041,False
6727,3.75,ds514,False
6728,3.75,hs46,False
6729,3.75,ns152,False
6730,3.75,ds54,False
6731,3.75,ns1533,False
6732,3.75,ns1535,False
6733,3.75,hs452,False
6734,3.75,ns1550,False
6735,3.75,ns1551,False
6736,3.75,ns1564,False
6737,3.75,ns1572,False
6738,3.75,ns1672,False
6739,3.75,ns1595,False
6740,3.75,as4863,False
6741,3.75,ns1633,False
6742,3.75,hs426,False
6743,3.75,ns1649,False
6744,3.75,ns1651,False
6745,3.75,ns1656,False
6746,3.75,as3675,False
6747,3.75,ns1666,False
6748,3.75,as514,False
6749,3.75,hs304,False
6750,3.75,ns1516,False
6751,3.75,as4228,False
6752,3.75,as3453,False
6753,3.75,as4804,False
6754,3.75,as4224,False
6755,3.75,ns2288,False
6756,3.75,ns2296,False
6757,3.75,as4800,False
6758,3.75,ds168,False
6759,3.75,ns2324,False
6760,3.75,ns2332,False
6761,3.75,as4787,False
6762,3.75,as3465,False
6763,3.75,as3403,False
6764,3.75,ns238,False
6765,3.75,as5212,False
6766,3.75,ns2383,False
6767,3.75,ds1425,False
6768,3.75,as340,False
6769,3.75,ds1418,False
6770,3.75,hs2816,False
6771,3.75,hs2810,False
6772,3.75,as3457,False
6773,3.75,ns2232,False
6774,3.75,ns1917,False
6775,3.75,ds295,False
6776,3.75,ns1920,False
6777,3.75,ns1924,False
6778,3.75,ns1954,False
6779,3.75,hs3010,False
6780,3.75,hs1192,False
6781,3.75,ns1977,False
6782,3.75,hs1202,False
6783,3.75,ns2022,False
6784,3.75,ns2024,False
6785,3.75,hs1207,False
6786,3.75,hs1245,False
6787,3.75,ns2054,False
6788,3.75,hs1208,False
6789,3.75,ns2082,False
6790,3.75,ns2095,False
6791,3.75,ds264,False
6792,3.75,ds250,False
6793,3.75,hs2937,False
6794,3.75,ns2182,False
6795,3.75,ds220,False
6796,3.75,hs462,False
6797,3.75,ns1503,False
6798,3.75,as9262,False
6799,3.75,as3907,False
6800,3.75,as4011,False
6801,3.75,as4012,False
6802,3.75,ds939,False
6803,3.75,hs99,False
6804,3.75,as3928,False
6805,3.75,as3923,False
6806,3.75,as3918,False
6807,3.75,as3912,False
6808,3.75,as4995,False
6809,3.75,as4028,False
6810,3.75,hs765,False
6811,3.75,ds962,False
6812,3.75,ns1085,False
6813,3.75,as5003,False
6814,3.75,as4029,False
6815,3.75,ds755,False
6816,3.75,ds751,False
6817,3.75,ds749,False
6818,3.75,as4033,False
6819,3.75,ns110,False
6820,3.75,hs757,False
6821,3.75,as4977,False
6822,3.75,hs665,False
6823,3.75,hs896,False
6824,3.75,ds897,False
6825,3.75,hs842,False
6826,3.75,ds882,False
6827,3.75,ds899,False
6828,3.75,ds88,False
6829,3.75,as4944,False
6830,3.75,as3987,False
6831,3.75,as3974,False
6832,3.75,ds902,False
6833,3.75,as4951,False
6834,3.75,hs767,False
6835,3.75,hs804,False
6836,3.75,ds842,False
6837,3.75,as3996,False
6838,3.75,as4924,False
6839,3.75,as4001,False
6840,3.75,as4005,False
6841,3.75,as497,False
6842,3.75,hs938,False
6843,3.75,as4973,False
6844,3.75,hs669,False
6845,3.75,ds973,False
6846,3.75,as3731,False
6847,3.75,ns1450,False
6848,3.75,ns1387,False
6849,3.75,ds614,False
6850,3.75,as3771,False
6851,3.75,hs1021,False
6852,3.75,ds608,False
6853,3.75,ns1429,False
6854,3.75,ns1431,False
6855,3.75,ns1433,False
6856,3.75,ns1436,False
6857,3.75,hs504,False
6858,3.75,ds624,False
6859,3.75,hs1054,False
6860,3.75,hs1056,False
6861,3.75,ds577,False
6862,3.75,ns1461,False
6863,3.75,ns1471,False
6864,3.75,ns1476,False
6865,3.75,ns1486,False
6866,3.75,hs486,False
6867,3.75,ds560,False
6868,3.75,hs576,False
6869,3.75,ds633,False
6870,3.75,ns1106,False
6871,3.75,hs630,False
6872,3.75,hs658,False
6873,3.75,hs657,False
6874,3.75,ds709,False
6875,3.75,ds708,False
6876,3.75,as491,False
6877,3.75,as3842,False
6878,3.75,ns1232,False
6879,3.75,ds688,False
6880,3.75,as4043,False
6881,3.75,as3831,False
6882,3.75,ds635,False
6883,3.75,ns1291,False
6884,3.75,ds992,False
6885,3.75,hs627,False
6886,3.75,ds658,False
6887,3.75,as3808,False
6888,3.75,ns1313,False
6889,3.75,ds643,False
6890,3.75,ds641,False
6891,3.75,hs1012,False
6892,3.75,ns242,False
6893,3.75,ns2439,False
6894,3.75,ns2441,False
6895,3.75,ns3460,False
6896,3.75,ns3359,False
6897,3.75,ns3362,False
6898,3.75,as9586,False
6899,3.75,as9572,False
6900,3.75,ns338,False
6901,3.75,ns3384,False
6902,3.75,ns3420,False
6903,3.75,ns3435,False
6904,3.75,hs2436,False
6905,3.75,as4681,False
6906,3.75,as9615,False
6907,3.75,hs2398,False
6908,3.75,ns3527,False
6909,3.75,ns3535,False
6910,3.75,ns3540,False
6911,3.75,ns3564,False
6912,3.75,ns357,False
6913,3.75,ns3570,False
6914,3.75,as2958,False
6915,3.75,as5462,False
6916,3.75,ns3343,False
6917,3.75,hs2485,False
6918,3.75,ns3601,False
6919,3.75,ns3207,False
6920,3.75,as3124,False
6921,3.75,ns3133,False
6922,3.75,ns3136,False
6923,3.75,ns3144,False
6924,3.75,ns3146,False
6925,3.75,hs2535,False
6926,3.75,hs2532,False
6927,3.75,as99,False
6928,3.75,hs2509,False
6929,3.75,as3089,False
6930,3.75,ns3324,False
6931,3.75,hs25,False
6932,3.75,as966,False
6933,3.75,hs1488,False
6934,3.75,as4352,False
6935,3.75,as9653,False
6936,3.75,ns3258,False
6937,3.75,as9640,False
6938,3.75,hs2494,False
6939,3.75,ns3312,False
6940,3.75,ns3599,False
6941,3.75,ns3605,False
6942,3.75,ns2445,False
6943,3.75,as4430,False
6944,3.75,as4408,False
6945,3.75,hs2326,False
6946,3.75,as9350,False
6947,3.75,as55,False
6948,3.75,as9334,False
6949,3.75,ns3867,False
6950,3.75,as9324,False
6951,3.75,ns3878,False
6952,3.75,ns3889,False
6953,3.75,as9306,False
6954,3.75,as9366,False
6955,3.75,as2848,False
6956,3.75,as4647,False
6957,3.75,as5516,False
6958,3.75,as9290,False
6959,3.75,as283,False
6960,3.75,hs2265,False
6961,3.75,as9281,False
6962,3.75,as9268,False
6963,3.75,as5530,False
6964,3.75,as2888,False
6965,3.75,ns3794,False
6966,3.75,ns3607,False
6967,3.75,ns3662,False
6968,3.75,as9445,False
6969,3.75,ns3622,False
6970,3.75,hs2394,False
6971,3.75,as9441,False
6972,3.75,as9437,False
6973,3.75,hs2393,False
6974,3.75,as4397,False
6975,3.75,ns3655,False
6976,3.75,hs1554,False
6977,3.75,as5473,False
6978,3.75,ns3789,False
6979,3.75,ns3681,False
6980,3.75,as9410,False
6981,3.75,as2920,False
6982,3.75,ns3709,False
6983,3.75,as291,False
6984,3.75,ns3750,False
6985,3.75,hs1577,False
6986,3.75,ns3762,False
6987,3.75,ns3770,False
6988,3.75,ns3114,False
6989,3.75,as5357,False
6990,3.75,ns3097,False
6991,3.75,ns2689,False
6992,3.75,as3316,False
6993,3.75,hs2741,False
6994,3.75,ns2622,False
6995,3.75,ds1279,False
6996,3.75,as3313,False
6997,3.75,ds1274,False
6998,3.75,ds1264,False
6999,3.75,ds1260,False
7000,3.75,ns2677,False
7001,3.75,as4752,False
7002,3.75,as332,False
7003,3.75,ns2707,False
7004,3.75,as5279,False
7005,3.75,as4741,False
7006,3.75,hs2705,False
7007,3.75,ns2730,False
7008,3.75,ns2740,False
7009,3.75,as3264,False
7010,3.75,ns2751,False
7011,3.75,ds1207,False
7012,3.75,hs1355,False
7013,3.75,ds1294,False
7014,3.75,ns3079,False
7015,3.75,ds1336,False
7016,3.75,ds1381,False
7017,3.75,ds1374,False
7018,3.75,hs2802,False
7019,3.75,hs2799,False
7020,3.75,ds137,False
7021,3.75,hs2788,False
7022,3.75,ns2489,False
7023,3.75,ns2532,False
7024,3.75,as4767,False
7025,3.75,as3348,False
7026,3.75,ds1296,False
7027,3.75,hs2755,False
7028,3.75,ns2562,False
7029,3.75,ns2569,False
7030,3.75,ds1318,False
7031,3.75,ds1316,False
7032,3.75,ns2573,False
7033,3.75,ns2579,False
7034,3.75,as333,False
7035,3.75,hs2743,False
7036,3.75,ns2783,False
7037,3.75,ns2792,False
7038,3.75,ns2802,False
7039,3.75,ns2996,False
7040,3.75,hs1439,False
